Filename,Sign
road173.png,speedlimit
road174.png,speedlimit
road175.png,speedlimit
road176_1.png,crosswalk
road176_2.png,trafficlight
road177.png,speedlimit
road178.png,crosswalk
road179_1.png,trafficlight
road179_2.png,trafficlight
road179_3.png,trafficlight
road179_4.png,trafficlight
road179_5.png,crosswalk
road180.png,crosswalk
road181.png,speedlimit
road182.png,speedlimit
road183_1.png,crosswalk
road183_2.png,crosswalk
road183_3.png,trafficlight
road184.png,speedlimit
road185.png,stop
road186.png,crosswalk
road187.png,crosswalk
road188.png,speedlimit
road189_1.png,crosswalk
road189_2.png,crosswalk
road190.png,crosswalk
road191.png,speedlimit
road192.png,speedlimit
road193_1.png,crosswalk
road193_2.png,trafficlight
road194_1.png,crosswalk
road194_2.png,trafficlight
road195.png,trafficlight
road196.png,speedlimit
road197.png,speedlimit
road198.png,speedlimit
road199.png,speedlimit
road200_1.png,crosswalk
road200_2.png,trafficlight
road200_3.png,trafficlight
road200_4.png,trafficlight
road201.png,speedlimit
road202.png,speedlimit
road203.png,speedlimit
road204.png,crosswalk
road205.png,crosswalk
road206.png,speedlimit
road207_1.png,speedlimit
road207_2.png,crosswalk
road208.png,speedlimit
road209.png,speedlimit
road210.png,speedlimit
road211.png,speedlimit
road212.png,speedlimit
road213.png,speedlimit
road214.png,speedlimit
road215.png,speedlimit
road216.png,speedlimit
road217.png,speedlimit
road218.png,speedlimit
road219.png,speedlimit
road220.png,speedlimit
road221.png,speedlimit
road222.png,speedlimit
road223.png,speedlimit
road224.png,speedlimit
road225.png,speedlimit
road226_1.png,speedlimit
road226_2.png,speedlimit
road226_3.png,crosswalk
road227_1.png,speedlimit
road227_2.png,speedlimit
road228_1.png,speedlimit
road228_2.png,speedlimit
road229_1.png,speedlimit
road229_2.png,speedlimit
road230_1.png,speedlimit
road230_2.png,speedlimit
road231_1.png,speedlimit
road231_2.png,speedlimit
road232_1.png,speedlimit
road232_2.png,speedlimit
road233_1.png,speedlimit
road233_2.png,speedlimit
road234_1.png,speedlimit
road234_2.png,speedlimit
road235_1.png,speedlimit
road235_2.png,speedlimit
road236_1.png,speedlimit
road236_2.png,speedlimit
road237_1.png,speedlimit
road237_2.png,speedlimit
road238_1.png,speedlimit
road238_2.png,speedlimit
road239.png,speedlimit
road240_1.png,speedlimit
road240_2.png,speedlimit
road241_1.png,speedlimit
road241_2.png,speedlimit
road242_1.png,speedlimit
road242_2.png,speedlimit
road243_1.png,speedlimit
road243_2.png,speedlimit
road244_1.png,speedlimit
road244_2.png,speedlimit
road245_1.png,speedlimit
road245_2.png,speedlimit
road246.png,speedlimit
road247_1.png,speedlimit
road247_2.png,speedlimit
road248_1.png,speedlimit
road248_2.png,speedlimit
road249.png,speedlimit
road250.png,speedlimit
road251.png,speedlimit
road252.png,speedlimit
road253.png,speedlimit
road254.png,speedlimit
road255.png,speedlimit
road256.png,speedlimit
road257.png,speedlimit
road258.png,speedlimit
road259.png,speedlimit
road260.png,speedlimit
road261.png,speedlimit
road262.png,speedlimit
road263.png,speedlimit
road264.png,speedlimit
road265.png,speedlimit
road266.png,speedlimit
road267.png,speedlimit
road268.png,speedlimit
road269.png,speedlimit
road270_1.png,stop
road270_2.png,trafficlight
road270_3.png,crosswalk
road271.png,speedlimit
road272_1.png,stop
road272_2.png,trafficlight
road272_3.png,crosswalk
road272_4.png,crosswalk
road273.png,speedlimit
road274.png,speedlimit
road275_1.png,trafficlight
road275_2.png,stop
road275_3.png,crosswalk
road276.png,speedlimit
road277.png,speedlimit
road278_1.png,stop
road278_2.png,trafficlight
road278_3.png,crosswalk
road278_4.png,crosswalk
road279.png,speedlimit
road280.png,speedlimit
road281_1.png,speedlimit
road281_2.png,crosswalk
road282_1.png,speedlimit
road282_2.png,crosswalk
road282_3.png,crosswalk
road283.png,speedlimit
road284.png,speedlimit
road285_1.png,speedlimit
road285_2.png,speedlimit
road285_3.png,trafficlight
road286.png,speedlimit
road287_1.png,speedlimit
road287_2.png,speedlimit
road287_3.png,trafficlight
road288.png,speedlimit
road289_1.png,stop
road289_2.png,trafficlight
road290.png,speedlimit
road291.png,speedlimit
road292_1.png,speedlimit
road292_2.png,trafficlight
road292_3.png,speedlimit
road293.png,speedlimit
road294.png,speedlimit
road295.png,speedlimit
road296.png,speedlimit
road297.png,speedlimit
road298.png,speedlimit
road299.png,speedlimit
road300_1.png,crosswalk
road300_2.png,trafficlight
road301.png,speedlimit
road302_1.png,stop
road302_2.png,speedlimit
road303.png,stop
road304.png,speedlimit
road305.png,speedlimit
road306.png,stop
road307_1.png,crosswalk
road307_2.png,trafficlight
road308.png,speedlimit
road309_1.png,speedlimit
road309_2.png,crosswalk
road310.png,speedlimit
road311_1.png,speedlimit
road311_2.png,crosswalk
road312.png,speedlimit
road313.png,speedlimit
road314_1.png,speedlimit
road314_2.png,speedlimit
road314_3.png,crosswalk
road315_1.png,crosswalk
road315_2.png,speedlimit
road316_1.png,speedlimit
road316_2.png,speedlimit
road316_3.png,crosswalk
road317_1.png,speedlimit
road317_2.png,stop
road318_1.png,crosswalk
road318_2.png,speedlimit
road319_1.png,speedlimit
road319_2.png,trafficlight
road319_3.png,crosswalk
road320.png,speedlimit
road321_1.png,speedlimit
road321_2.png,crosswalk
road321_3.png,speedlimit
road322.png,speedlimit
road323_1.png,speedlimit
road323_2.png,stop
road324.png,crosswalk
road325_1.png,speedlimit
road325_2.png,trafficlight
road326.png,speedlimit
road327_1.png,speedlimit
road327_2.png,trafficlight
road328.png,speedlimit
road329.png,speedlimit
road330.png,speedlimit
road331_1.png,speedlimit
road331_2.png,crosswalk
road332.png,speedlimit
road333.png,speedlimit
road334.png,speedlimit
road335.png,speedlimit
road336.png,speedlimit
road337.png,speedlimit
road338.png,speedlimit
road339.png,stop
road340.png,speedlimit
road341_1.png,speedlimit
road341_2.png,crosswalk
road342.png,speedlimit
road343.png,speedlimit
road344.png,speedlimit
road345.png,speedlimit
road346.png,speedlimit
road347_1.png,speedlimit
road347_2.png,crosswalk
road348.png,speedlimit
road349.png,speedlimit
road350.png,speedlimit
road351.png,speedlimit
road352.png,speedlimit
road353.png,speedlimit
road354.png,stop
road355.png,speedlimit
road356.png,stop
road357.png,speedlimit
road358_1.png,speedlimit
road358_2.png,crosswalk
road359.png,speedlimit
road360.png,speedlimit
road361_1.png,speedlimit
road361_2.png,crosswalk
road362.png,speedlimit
road363.png,speedlimit
road364.png,speedlimit
road365.png,speedlimit
road366.png,speedlimit
road367_1.png,speedlimit
road367_2.png,crosswalk
road368.png,speedlimit
road369.png,speedlimit
road370.png,speedlimit
road371.png,speedlimit
road372.png,speedlimit
road373.png,speedlimit
road374.png,stop
road375.png,speedlimit
road376.png,speedlimit
road377.png,speedlimit
road378.png,speedlimit
road379.png,speedlimit
road380.png,speedlimit
road381.png,speedlimit
road382.png,speedlimit
road383.png,speedlimit
road384.png,speedlimit
road385.png,speedlimit
road386.png,speedlimit
road387.png,speedlimit
road388.png,speedlimit
road389.png,speedlimit
road390.png,speedlimit
road391.png,speedlimit
road392.png,speedlimit
road393.png,speedlimit
road394.png,speedlimit
road395.png,speedlimit
road396.png,speedlimit
road397.png,speedlimit
road398.png,speedlimit
road399.png,speedlimit
road400.png,speedlimit
road401.png,speedlimit
road402.png,speedlimit
road403.png,speedlimit
road404.png,speedlimit
road405.png,speedlimit
road406.png,speedlimit
road407.png,speedlimit
road408.png,speedlimit
road409.png,speedlimit
road410.png,speedlimit
road411.png,speedlimit
road412.png,speedlimit
road413.png,speedlimit
road414.png,speedlimit
road415.png,speedlimit
road416.png,speedlimit
road417.png,speedlimit
road418.png,speedlimit
road419.png,speedlimit
road420.png,speedlimit
road421.png,speedlimit
road422.png,speedlimit
road423.png,speedlimit
road424.png,speedlimit
road425.png,speedlimit
road426.png,speedlimit
road427.png,speedlimit
road428.png,speedlimit
road429.png,speedlimit
road430.png,speedlimit
road431.png,speedlimit
road432.png,speedlimit
road433.png,speedlimit
road434.png,speedlimit
road435.png,speedlimit
road436.png,speedlimit
road437.png,speedlimit
road438.png,speedlimit
road439.png,speedlimit
road440.png,speedlimit
road441.png,speedlimit
road442.png,speedlimit
road443.png,speedlimit
road444.png,speedlimit
road445.png,speedlimit
road446.png,speedlimit
road447.png,speedlimit
road448.png,speedlimit
road449.png,speedlimit
road450.png,speedlimit
road451.png,speedlimit
road452.png,speedlimit
road453.png,speedlimit
road454.png,speedlimit
road455.png,speedlimit
road456.png,speedlimit
road457.png,speedlimit
road458.png,speedlimit
road459_1.png,speedlimit
road459_2.png,crosswalk
road459_3.png,trafficlight
road460_1.png,crosswalk
road460_2.png,trafficlight
road460_3.png,speedlimit
road461_1.png,speedlimit
road461_2.png,crosswalk
road461_3.png,trafficlight
road462_1.png,crosswalk
road462_2.png,trafficlight
road462_3.png,speedlimit
road463_1.png,speedlimit
road463_2.png,crosswalk
road463_3.png,trafficlight
road464_1.png,crosswalk
road464_2.png,speedlimit
road464_3.png,trafficlight
road465_1.png,crosswalk
road465_2.png,trafficlight
road465_3.png,speedlimit
road466_1.png,speedlimit
road466_2.png,crosswalk
road466_3.png,trafficlight
road467.png,speedlimit
road468.png,speedlimit
road469.png,speedlimit
road470.png,speedlimit
road471.png,speedlimit
road472.png,speedlimit
road473.png,speedlimit
road474.png,speedlimit
road475.png,speedlimit
road476.png,speedlimit
road477.png,speedlimit
road478.png,speedlimit
road479.png,speedlimit
road480.png,speedlimit
road481_1.png,speedlimit
road481_2.png,crosswalk
road481_3.png,trafficlight
road482_1.png,speedlimit
road482_2.png,crosswalk
road483.png,speedlimit
road484.png,speedlimit
road485.png,speedlimit
road486.png,speedlimit
road487.png,speedlimit
road488.png,speedlimit
road489.png,speedlimit
road490.png,speedlimit
road491.png,speedlimit
road492.png,speedlimit
road493.png,speedlimit
road494.png,speedlimit
road495_1.png,crosswalk
road495_2.png,trafficlight
road496.png,speedlimit
road497.png,speedlimit
road498.png,speedlimit
road499.png,speedlimit
road500.png,speedlimit
road501.png,speedlimit
road502.png,speedlimit
road503.png,speedlimit
road504.png,speedlimit
road505.png,speedlimit
road506.png,speedlimit
road507.png,speedlimit
road508.png,speedlimit
road509.png,speedlimit
road510.png,speedlimit
road511.png,speedlimit
road512.png,speedlimit
road513.png,speedlimit
road514.png,speedlimit
road515.png,speedlimit
road516.png,speedlimit
road517.png,speedlimit
road518.png,speedlimit
road519.png,speedlimit
road520.png,speedlimit
road521.png,speedlimit
road522.png,speedlimit
road523.png,speedlimit
road524.png,speedlimit
road525.png,speedlimit
road526.png,speedlimit
road527.png,speedlimit
road528_1.png,speedlimit
road528_2.png,crosswalk
road529.png,speedlimit
road530_1.png,speedlimit
road530_2.png,crosswalk
road531_1.png,speedlimit
road531_2.png,crosswalk
road531_3.png,crosswalk
road531_4.png,crosswalk
road531_5.png,crosswalk
road532_1.png,crosswalk
road532_2.png,crosswalk
road532_3.png,crosswalk
road532_4.png,speedlimit
road533_1.png,speedlimit
road533_2.png,crosswalk
road533_3.png,crosswalk
road533_4.png,crosswalk
road534_1.png,crosswalk
road534_2.png,crosswalk
road534_3.png,speedlimit
road535.png,speedlimit
road536_1.png,speedlimit
road536_2.png,crosswalk
road537.png,speedlimit
road538.png,speedlimit
road539.png,speedlimit
road540.png,speedlimit
road541.png,speedlimit
road542_1.png,speedlimit
road542_2.png,crosswalk
road543_1.png,speedlimit
road543_2.png,crosswalk
road544_1.png,crosswalk
road544_2.png,crosswalk
road544_3.png,speedlimit
road545_1.png,speedlimit
road545_2.png,crosswalk
road545_3.png,crosswalk
road546_1.png,crosswalk
road546_2.png,crosswalk
road546_3.png,speedlimit
road547_1.png,speedlimit
road547_2.png,crosswalk
road547_3.png,crosswalk
road548_1.png,crosswalk
road548_2.png,speedlimit
road549_1.png,speedlimit
road549_2.png,crosswalk
road550.png,speedlimit
road551.png,speedlimit
road552.png,speedlimit
road553.png,speedlimit
road554_1.png,speedlimit
road554_2.png,crosswalk
road555.png,speedlimit
road556.png,speedlimit
road557.png,speedlimit
road558.png,speedlimit
road559_1.png,speedlimit
road559_2.png,crosswalk
road560_1.png,crosswalk
road560_2.png,speedlimit
road561_1.png,speedlimit
road561_2.png,crosswalk
road562_1.png,crosswalk
road562_2.png,speedlimit
road563_1.png,speedlimit
road563_2.png,crosswalk
road564_1.png,crosswalk
road564_2.png,speedlimit
road565.png,speedlimit
road566.png,speedlimit
road567.png,speedlimit
road568.png,speedlimit
road569.png,speedlimit
road570.png,speedlimit
road571.png,speedlimit
road572_1.png,speedlimit
road572_2.png,crosswalk
road573_1.png,crosswalk
road573_2.png,speedlimit
road574_1.png,speedlimit
road574_2.png,crosswalk
road575_1.png,speedlimit
road575_2.png,crosswalk
road576_1.png,crosswalk
road576_2.png,speedlimit
road577_1.png,speedlimit
road577_2.png,crosswalk
road578_1.png,crosswalk
road578_2.png,speedlimit
road579.png,crosswalk
road580_1.png,crosswalk
road580_2.png,crosswalk
road580_3.png,crosswalk
road581.png,crosswalk
road582_1.png,trafficlight
road582_2.png,trafficlight
road582_3.png,crosswalk
road583_1.png,crosswalk
road583_2.png,trafficlight
road583_3.png,trafficlight
road584.png,speedlimit
road585.png,speedlimit
road586.png,speedlimit
road587.png,speedlimit
road588.png,speedlimit
road589.png,speedlimit
road590.png,speedlimit
road591.png,speedlimit
road592.png,speedlimit
road593.png,speedlimit
road594.png,speedlimit
road595.png,speedlimit
road596_1.png,speedlimit
road596_2.png,crosswalk
road597_1.png,speedlimit
road597_2.png,crosswalk
road598_1.png,crosswalk
road598_2.png,speedlimit
road599.png,speedlimit
road600.png,speedlimit
road601.png,speedlimit
road602.png,speedlimit
road603.png,speedlimit
road604.png,speedlimit
road605.png,speedlimit
road606.png,speedlimit
road607.png,speedlimit
road608_1.png,speedlimit
road608_2.png,crosswalk
road609_1.png,speedlimit
road609_2.png,crosswalk
road610.png,speedlimit
road611.png,speedlimit
road612.png,speedlimit
road613.png,speedlimit
road614.png,speedlimit
road615_1.png,speedlimit
road615_2.png,crosswalk
road616_1.png,speedlimit
road616_2.png,crosswalk
road617_1.png,speedlimit
road617_2.png,crosswalk
road618.png,speedlimit
road619.png,speedlimit
road620.png,speedlimit
road621.png,speedlimit
road622.png,speedlimit
road623.png,speedlimit
road624.png,speedlimit
road625.png,speedlimit
road626.png,speedlimit
road627.png,speedlimit
road628.png,speedlimit
road629.png,speedlimit
road630.png,stop
road631.png,stop
road632.png,stop
road633.png,stop
road634.png,stop
road635.png,stop
road636.png,stop
road637.png,stop
road638_1.png,speedlimit
road638_2.png,speedlimit
road639_1.png,speedlimit
road639_2.png,speedlimit
road640_1.png,speedlimit
road640_2.png,speedlimit
road641.png,speedlimit
road642.png,speedlimit
road643.png,speedlimit
road644.png,speedlimit
road645.png,speedlimit
road646.png,speedlimit
road647_1.png,speedlimit
road647_2.png,crosswalk
road648.png,speedlimit
road649.png,speedlimit
road650.png,speedlimit
road651.png,speedlimit
road652_1.png,speedlimit
road652_2.png,speedlimit
road652_3.png,crosswalk
road653_1.png,speedlimit
road653_2.png,speedlimit
road653_3.png,crosswalk
road654_1.png,speedlimit
road654_2.png,speedlimit
road654_3.png,crosswalk
road655_1.png,speedlimit
road655_2.png,speedlimit
road655_3.png,crosswalk
road656_1.png,crosswalk
road656_2.png,speedlimit
road656_3.png,speedlimit
road657_1.png,speedlimit
road657_2.png,speedlimit
road657_3.png,crosswalk
road658_1.png,crosswalk
road658_2.png,speedlimit
road658_3.png,speedlimit
road659_1.png,speedlimit
road659_2.png,crosswalk
road660.png,speedlimit
road661.png,speedlimit
road662.png,speedlimit
road663.png,speedlimit
road664.png,speedlimit
road665.png,speedlimit
road666.png,speedlimit
road667.png,speedlimit
road668_1.png,speedlimit
road668_2.png,crosswalk
road669_1.png,crosswalk
road669_2.png,speedlimit
road670.png,speedlimit
road671_1.png,speedlimit
road671_2.png,stop
road672.png,speedlimit
road673.png,stop
road674_1.png,stop
road674_2.png,speedlimit
road675_1.png,speedlimit
road675_2.png,stop
road676.png,stop
road677.png,speedlimit
road678.png,speedlimit
road679.png,speedlimit
road680.png,speedlimit
road681_1.png,speedlimit
road681_2.png,crosswalk
road682.png,speedlimit
road683.png,speedlimit
road684.png,speedlimit
road685.png,speedlimit
road686.png,speedlimit
road687_1.png,speedlimit
road687_2.png,speedlimit
road688_1.png,speedlimit
road688_2.png,speedlimit
road689_1.png,speedlimit
road689_2.png,speedlimit
road690_1.png,speedlimit
road690_2.png,speedlimit
road691_1.png,speedlimit
road691_2.png,speedlimit
road692_1.png,speedlimit
road692_2.png,speedlimit
road693_1.png,speedlimit
road693_2.png,speedlimit
road694_1.png,speedlimit
road694_2.png,speedlimit
road695_1.png,speedlimit
road695_2.png,speedlimit
road696_1.png,speedlimit
road696_2.png,speedlimit
road697_1.png,speedlimit
road697_2.png,speedlimit
road698_1.png,speedlimit
road698_2.png,speedlimit
road699_1.png,speedlimit
road699_2.png,speedlimit
road700_1.png,speedlimit
road700_2.png,speedlimit
road701_1.png,speedlimit
road701_2.png,speedlimit
road702_1.png,speedlimit
road702_2.png,speedlimit
road703_1.png,speedlimit
road703_2.png,speedlimit
road704_1.png,speedlimit
road704_2.png,speedlimit
road705_1.png,speedlimit
road705_2.png,speedlimit
road706_1.png,speedlimit
road706_2.png,speedlimit
road707_1.png,speedlimit
road707_2.png,speedlimit
road708_1.png,speedlimit
road708_2.png,speedlimit
road709_1.png,speedlimit
road709_2.png,speedlimit
road710_1.png,speedlimit
road710_2.png,speedlimit
road711_1.png,speedlimit
road711_2.png,speedlimit
road712_1.png,speedlimit
road712_2.png,speedlimit
road713_1.png,speedlimit
road713_2.png,speedlimit
road714_1.png,speedlimit
road714_2.png,speedlimit
road715_1.png,speedlimit
road715_2.png,speedlimit
road716_1.png,speedlimit
road716_2.png,speedlimit
road717_1.png,speedlimit
road717_2.png,speedlimit
road718_1.png,speedlimit
road718_2.png,speedlimit
road719.png,speedlimit
road720.png,speedlimit
road721.png,speedlimit
road722.png,speedlimit
road723.png,speedlimit
road724.png,speedlimit
road725.png,speedlimit
road726.png,speedlimit
road727_1.png,speedlimit
road727_2.png,speedlimit
road728_1.png,speedlimit
road728_2.png,speedlimit
road729_1.png,speedlimit
road729_2.png,speedlimit
road730_1.png,speedlimit
road730_2.png,speedlimit
road731_1.png,speedlimit
road731_2.png,speedlimit
road732_1.png,speedlimit
road732_2.png,speedlimit
road733_1.png,speedlimit
road733_2.png,speedlimit
road734_1.png,speedlimit
road734_2.png,speedlimit
road735_1.png,speedlimit
road735_2.png,speedlimit
road736_1.png,speedlimit
road736_2.png,speedlimit
road737_1.png,speedlimit
road737_2.png,speedlimit
road738_1.png,speedlimit
road738_2.png,speedlimit
road739_1.png,speedlimit
road739_2.png,speedlimit
road740_1.png,speedlimit
road740_2.png,speedlimit
road741_1.png,speedlimit
road741_2.png,speedlimit
road742_1.png,speedlimit
road742_2.png,speedlimit
road743_1.png,speedlimit
road743_2.png,speedlimit
road744_1.png,speedlimit
road744_2.png,speedlimit
road745_1.png,speedlimit
road745_2.png,speedlimit
road746_1.png,speedlimit
road746_2.png,speedlimit
road747_1.png,speedlimit
road747_2.png,speedlimit
road748_1.png,speedlimit
road748_2.png,speedlimit
road749_1.png,speedlimit
road749_2.png,speedlimit
road750_1.png,speedlimit
road750_2.png,speedlimit
road751_1.png,speedlimit
road751_2.png,speedlimit
road752_1.png,speedlimit
road752_2.png,speedlimit
road753_1.png,speedlimit
road753_2.png,speedlimit
road754_1.png,speedlimit
road754_2.png,speedlimit
road755.png,speedlimit
road756.png,speedlimit
road757.png,speedlimit
road758.png,speedlimit
road759.png,speedlimit
road760.png,speedlimit
road761.png,speedlimit
road762.png,speedlimit
road763.png,speedlimit
road764.png,speedlimit
road765.png,speedlimit
road766.png,speedlimit
road767.png,speedlimit
road768.png,speedlimit
road769.png,speedlimit
road770.png,speedlimit
road771.png,speedlimit
road772.png,speedlimit
road773.png,speedlimit
road774.png,speedlimit
road775.png,speedlimit
road776.png,speedlimit
road777.png,speedlimit
road778.png,speedlimit
road779.png,speedlimit
road780_1.png,speedlimit
road780_2.png,crosswalk
road781_1.png,speedlimit
road781_2.png,crosswalk
road782_1.png,crosswalk
road782_2.png,speedlimit
road783.png,speedlimit
road784_1.png,speedlimit
road784_2.png,crosswalk
road785_1.png,speedlimit
road785_2.png,crosswalk
road786.png,speedlimit
road787.png,speedlimit
road788.png,speedlimit
road789.png,speedlimit
road790_1.png,speedlimit
road790_2.png,speedlimit
road791_1.png,speedlimit
road791_2.png,speedlimit
road792_1.png,speedlimit
road792_2.png,speedlimit
road793_1.png,speedlimit
road793_2.png,speedlimit
road794_1.png,speedlimit
road794_2.png,speedlimit
road795.png,speedlimit
road796.png,speedlimit
road797.png,speedlimit
road798.png,speedlimit
road799.png,speedlimit
road800.png,speedlimit
road801.png,speedlimit
road802.png,speedlimit
road803.png,speedlimit
road804.png,speedlimit
road805.png,speedlimit
road806.png,speedlimit
road807.png,speedlimit
road808.png,speedlimit
road809.png,speedlimit
road810.png,speedlimit
road811.png,speedlimit
road812.png,speedlimit
road813.png,speedlimit
road814.png,speedlimit
road815.png,speedlimit
road816.png,speedlimit
road817.png,speedlimit
road818.png,speedlimit
road819_1.png,stop
road819_2.png,trafficlight
road819_3.png,trafficlight
road819_4.png,trafficlight
road819_5.png,trafficlight
road819_6.png,trafficlight
road820_1.png,trafficlight
road820_2.png,trafficlight
road820_3.png,trafficlight
road820_4.png,stop
road820_5.png,trafficlight
road820_6.png,trafficlight
road820_7.png,crosswalk
road820_8.png,crosswalk
road821_1.png,stop
road821_2.png,crosswalk
road821_3.png,trafficlight
road821_4.png,trafficlight
road821_5.png,trafficlight
road821_6.png,trafficlight
road821_7.png,trafficlight
road821_8.png,crosswalk
road822_1.png,trafficlight
road822_2.png,trafficlight
road822_3.png,trafficlight
road822_4.png,crosswalk
road822_5.png,stop
road822_6.png,crosswalk
road823_1.png,stop
road823_2.png,crosswalk
road823_3.png,trafficlight
road823_4.png,trafficlight
road824_1.png,stop
road824_2.png,crosswalk
road824_3.png,trafficlight
road824_4.png,trafficlight
road825_1.png,trafficlight
road825_2.png,trafficlight
road825_3.png,trafficlight
road825_4.png,stop
road825_5.png,crosswalk
road825_6.png,crosswalk
road826_1.png,crosswalk
road826_2.png,trafficlight
road826_3.png,trafficlight
road826_4.png,trafficlight
road826_5.png,trafficlight
road826_6.png,trafficlight
road826_7.png,crosswalk
road826_8.png,crosswalk
road827.png,speedlimit
road828.png,speedlimit
road829.png,speedlimit
road830.png,speedlimit
road831.png,speedlimit
road832.png,speedlimit
road833.png,speedlimit
road834.png,speedlimit
road835.png,speedlimit
road836.png,speedlimit
road837.png,speedlimit
road838_1.png,speedlimit
road838_2.png,crosswalk
road839_1.png,speedlimit
